name,description,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,availability_365,review_scores_value,price
"Family house 150m2, right at the park in de Pijp","Beautiful, recently fully renovated family house of 150m2 at the park. High ceilings, wooden floors, a fire place  next to the dining table, and a spacious garden- all in the bustling area of the Pijp.<br /><br />A very light two story house with a large livingroom and well equipped kitchen. In the souterrain (with high ceilings:)) we have three bedrooms and a nicely sized bathroom (with shower and bath).",De Pijp - Rivierenbuurt,Entire home,Entire home/apt,4,1.5,3.0,3.0,['Private backyard – Fully fenced'],7,4.8,350.0
Light and spacious apartment,"A very light, cosy and family friendly apartment in Amsterdam South, close to parcs and museums.  5 minutes by bike from the old centre. Around the corner all amenities you need from shops, cafes, restaurants, bike rental to supermarkets. Appartment is completely independent and has its own entry.",Zuid,Entire rental unit,Entire home/apt,2,1.5,1.0,1.0,[],259,5.0,285.0
Modern apartment in centre,"Newly renovated 1-bedroom apartment (50 m2 in total)<br /><br />This cozy and stylish apartment is centrally located. Shops, restaurants and bars are all just a few steps away, as well as tram and metro stops. Go for a nice walk along the Amstel river (50 meters), the Magere Brug (800 meters), Pijp area (400 meters), Rembrandt Square (1400 meters) or Waterlooplein (1200 meters).",Oud-Oost,Entire condo,Entire home/apt,2,1.0,1.0,1.0,"['Outdoor furniture', 'BBQ grill', 'Blender', 'Free dryer – In unit', 'Outdoor dining area', 'Baking sheet']",5,5.0,207.0
One Bedroom Twin Apartment at Wittenberg  by Cove,"Travelling with a friend? Sleep soundly with a single bed each. <br /><br />Sleep peacefully with twin beds on a mezzanine level, blackout blinds and crisp linen. Plus, stay comfortable with smart heating/cooling. <br /><br />Work comfortably with super-fast, privately secured WiFi, a multi-purpose/dining table, and an Apple TV box, and well-placed powerpoints. <br /><br />Live efficiently with a fully fitted kitchen, including a microwave, oven, and hob. Plus, wind down in the rainfall shower",Centrum-Oost,Entire serviced apartment,Entire home/apt,2,1.0,1.0,2.0,[],341,4.5,229.0
Spacious ground floor apartment,"Fully renovated, spacious loft, a ground floor apartment, 80 m2, containing a new bright kitchen and bathroom.  The appartement has a stylish south facing garden. Only 200 yards away on foot to the Jordaan.<br />I make sure you feel at home!",Westerpark,Entire loft,Entire home/apt,3,1.5,2.0,2.0,['Canal view'],5,4.79,250.0
Cosy design apartment with garden close to centre.,A cozy design apartment on the ground floor with a beautiful garden. Located in the center of Amsterdam and close to all major sites and museums. Also close to the Vondelpark.,Zuid,Entire home,Entire home/apt,5,1.5,3.0,2.0,"['Private backyard – Fully fenced', 'Outdoor furniture', 'Free dryer – In unit', 'Children’s dinnerware', 'Outdoor dining area']",12,5.0,364.0
Luxe ruim appartement op begane grond & privé tuin,"Spacious and bright recently renovated apartment with a private garden located in the popular neighborhood De Baarsjes on a quiet wide street.<br /><br />This apartment offers everything you need for a very comfortable stay (including a luxury kitchen (Siemens), spacious shower, bath, lounge sofa and Samsung washer and dryer). There are many nice restaurants and beautiful parks around the corner. Thanks to the excellent public transport connections, you can be in the busy city center of Amsterdam within minutes.",De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,2,1.5,1.0,1.0,"['Outdoor furniture', 'Blender', 'Bathtub', 'Outdoor dining area', 'Baking sheet']",135,5.0,245.0
Modern appartement met tuin,"This stylish accommodation is perfect for exploring Amsterdam and then retreat.<br /><br />The luxurious and recently renovated apartment has all the comforts. Modern cooking island, Underfloor heating, washer, dryer - you name it! <br /><br />In 15 minutes by bike or by bus (station around the corner) you are in the bustling center. But also in the<br /><br />You can also find the supermarket, bakery or cozy coffee shops, which are not yet a 5-minute walk away.<br /><br />If you have any questions, feel free to ask!",Bos en Lommer,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"['Private backyard – Fully fenced', 'Outdoor furniture', 'Coffee maker: espresso machine', 'Board games', 'Outdoor dining area']",99,5.0,200.0
A beautiful 4 bedrooms family house with a garden,"Unique! A beautiful, large family country house in the green, surrounded with water and a huge garden, lot's of birds<br /> right in the heart of Amsterdam !!<br />The house is build in 1860 and feels modern, stylish and cosy. <br />Close to the most hip, creative & happening part of the centre of Amsterdam, and at the same time the sweetest and most quite little street. <br /><br />All very quite and peaceful and also great working space.",Oud-Noord,Entire home,Entire home/apt,4,1.5,4.0,4.0,"['Private backyard – Fully fenced', 'Outdoor furniture', 'BBQ grill', 'Canal view', 'City skyline view']",72,4.72,546.0
"Big townhouse, perfect location!","This amazing place to stay guarantees fun with the whole family. There is plenty available for a game night or to have dinner together. The rooms are spacious and stylishly furnished and equipped with every comfort.<br />If you want to go into town, you'll be at Amsterdam central station by ferry in no time. Convenient for IBC at Rai. Amsterdam North has so much to offer, you don't have to go far to eat well or culturally enrich yourself.<br />In addition, the Noorderpark is around the corner, an oasis of greenery and tranquility!",Oud-Noord,Entire home,Entire home/apt,9,3.0,4.0,4.0,"['Barbecue utensils', 'Private backyard – Fully fenced', 'Outdoor furniture', 'BBQ grill', 'Bathtub', 'Free dryer – In unit', 'Children’s dinnerware', 'Board games', 'Outdoor dining area', 'Baking sheet']",51,4.56,600.0
"Modern, light, 2p, in lovely area!  (85m2)","This ground-floor apartment with garden is absolutely perfect for a stay in Amsterdam. It has a new kitchen, bathroom, very bright living room, a master bedroom and a separate office space with a view on the garden. It is located in the middle of the buzzing neighborhood the Pijp.<br /><br />rental licence number;  Z/24/2339337<br />Registration number; 0363 399C 7573 846A 886D",De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"['Outdoor furniture', 'Blender', 'Bathtub', 'Outdoor dining area']",7,4.5,286.0
"Cosy guest suite in Old City, Amsterdam","A cosy private SMOKE FREE guest suite, newly renovated located in the heart of the Amsterdam old city for 2 persons. The guest suite is located on the 1st floor in a Rijksmonument house which has been build more than 300years ago. Comfortable and spacious, with a private bathroom and shower . cosy day bed, nothing is shared.",Centrum-West,Private room in rental unit,Private room,2,1.5,1.0,3.0,[],225,4.83,183.0
Knus appartement nabij centrum,"A modest but fully furnished apartment with a living room with open kitchen (including all the comforts!). Lots of light and always cozy!<br />A balcony at the front and a modest balcony at the back. Large bathroom! With many comforts. Modern sofa, large bookcase, audio equipment and TV, washing machine, dryer and dishwasher (all with use for own responsibility!). Not far from the ring road and downtown area. Shops, parks and public transport in the immediate vicinity!",Bos en Lommer,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,"['Blender', 'Bathtub']",67,4.644438018122229,125.0
"Industrial Warehouse apartment, Amsterdam","In an industrial building I created a spacious apartment in its former industrial style. It's like you are staying in a workshop. Oil-drum kitchen, rusty chandelier, old wooden bar, beds made of scaffolding wood, chains and paint cans everywhere. <br />You will also find an (amateur-) pool table, double showers for romantic showers together and a terrace with BBQ in front of the building. There also is a free private parking space. And last but not least you will have your own roof terrace!!",Oud-Noord,Entire home,Entire home/apt,12,1.0,2.0,13.0,"['Barbecue utensils', 'Outdoor furniture', 'BBQ grill', 'Canal view', 'City skyline view', 'Children’s dinnerware', 'Board games', 'Outdoor dining area', 'High chair']",296,4.36,396.0
Brand new family home in Amsterdam,"Our lovely family home is located in the best part of Amsterdam-North and within walking distance of the ferry and the metro. Both take you to the city centre in just a few minutes. The surroundings have everything a young family needs to enjoy city life: good restaurants, cafés, boutiques, an outside market (Wednesdays, Fridays, Saturdays), playgrounds and the city park are just around the corner. After a day of exploring the house is a great place to come home to for both parents and kids.",Oud-Noord,Entire home,Entire home/apt,4,1.0,3.0,3.0,"['Free washer – In unit', 'Private backyard – Fully fenced', 'Outdoor furniture', 'Coffee maker: espresso machine', 'Bathtub', 'Free dryer – In unit', 'Children’s dinnerware', 'Board games']",8,4.5,350.0
Warehouse appartment spacious industrial workshop,this is a completely private location. you don't rent a room but you will have the whole building for you and your group only.<br />This formal car garage and workshop in Amsterdam-North is completely renovated and turned into a very stylish and decorated spacious 2 floor appartment. there is a pool table . And a beautiful roof terrace . Everything is made for the industrial feeling.. . this is a trending neighborhood. Here you can see how the hip-urban-city-life meets the old working class hero's,Oud-Noord,Entire home,Entire home/apt,12,1.5,3.0,11.0,"['Barbecue utensils', 'Outdoor furniture', 'Canal view', 'City skyline view', 'Board games', 'Outdoor dining area']",311,4.44,355.0
Lovely 2-BR villa with garden,"Lovely holiday house in the picturesque and quiet district of Kadoelen, max. 10 minutes by bike from NDSM Pont or Buiksloterweg.<br /><br />The sunny villa is located on the water and with the kayak or sup you can sail a bit towards the nature park 't Twiske.<br /><br />The relaxed sun beds and luxury gas BBQ at the jetty ensure the optimal summer atmosphere. <br /><br />The spacious living room with adjoining kitchen is equipped with all the comforts (oven, microwave and dishwasher). You can also relax in the conservatory.",Noord-West,Entire home,Entire home/apt,5,1.0,2.0,2.0,"['Barbecue utensils', 'Private backyard – Fully fenced', 'BBQ grill', 'Blender', 'Bathtub', 'Free dryer – In unit', 'Outdoor dining area', 'Baking sheet']",37,4.5,199.0
Cute spacious flat in the North,"Relax with two adults at this peaceful place to stay. There is room for two small kids as well.<br />Lots of playgrounds and swim doc nearby. Close to massive nature park Twiske. 15 minutes to centre by public transport.<br />This is a cute, stylish, kid friendly flat at a quiet location, yet very close to the centre.",Noord-West,Entire rental unit,Entire home/apt,2,1.0,2.0,3.0,"['Blender', 'Coffee maker: espresso machine', 'Children’s dinnerware']",34,4.644438018122229,109.0
Cozy 2 bedroom apartment with a relaxing garden,No description,Oud-Noord,Entire condo,Entire home/apt,4,1.0,2.0,2.0,"['Free washer – In unit', 'Private backyard – Fully fenced', 'Outdoor furniture', 'Bathtub', 'Baking sheet']",45,5.0,273.0
GuestHouse nearby Amsterdam,"Guesthouse for 2 persons with sleeping room, bathroom with bath, little terrace, living room and kitchen. With public transport 23 minutes to Amsterdam Central station.",Noord-West,Entire guesthouse,Entire home/apt,2,1.0,1.0,1.0,"['Bathtub', 'Pack ’n play/Travel crib', 'High chair']",10,4.85,150.0
